RXA870WAKZDI5621CSJOTX2BPVYY0ZRV,761829,False,True
X1WBODIMOZM47MXUYE6Z793F35MH5RE2,654269,False,False
NVXOMPZ2IB2EE83I3KXPB63BOOXCNVPI,1773879,False,False
12NIGOAPANVWJVTKKJ208J5RFPETCO49,1217874,False,False
E8CFONLNBLTN88BPTWQG0YWWZM7670GW,922715,False,False
KVT55W25XDZI3IBVRSGPGATV3YJLQRTT,1377143,False,False
CUHYEU2POX6V2MK5KLM9QZYJZ4661A0F,1048417,False,False
XW7GTO69KEMMNJA8TNAGG8X6PMEXRW5M,361417,False,False
ZY9003WVMUXOS0JK837R19HFQ0SSPJQ0,1109818,False,True
SRN5JDUU9WTGQLQH3EQCT3MC6A7N8W8X,1456591,False,True
UVJ04Z2WFAM8XCPJYIQMTA79RGDD1CKU,726204,False,True
TB4BDE1KLKL6RD5E7VPJS3KXIF1VIOI3,537297,False,True
ZDBQ4E7LEX5G99OJI8M3L47YBQAA7L8R,553628,False,False
JCAI8WDG2MHBTWOAU6P5I4T8UN4L88R9,1442396,False,True
HRUH5FUJ11ON1BSP1R93SLZMNCJL7WKS,1156751,False,True
JAQB4WTM4XFIASUFDUOTXEW2DWLYSG3D,1375979,False,True
J8CZ6ZA85945NDSQMQL1OPUHO6MQWK70,419427,False,True
ZKJOJN4B3YQNQ5CA5IF22TV9UM7XM4AQ,1673540,False,False
LS8V74QMSR1FIS0IO50G03Z4DLU7KS4H,1358592,False,False
HIPVP2DPZQW7HZ6ZSSCVW8QYR5PFJO4E,1317817,False,False
6Z8XYD88SUL1KOVQ7G7P156VD3W1RYAK,542452,False,True
SLJFADI9KWDLPHAOXANO6C09X9UQMMAK,991853,False,False
QKAS7LIXZLIBAAIZFMZS0H564PEGD3O2,1096387,False,False
J3XVENC8FQ43MQKUAM3D996PXCYBG7TM,1161310,False,False
5MBLR0EJYSW20U628GRTLQAAIXXC7R83,1573723,False,True
Z7IG4UTZS59OEDV7RLT9OFTOUZ6FK1Z0,343253,False,False
QHD9A2J20HWXY75T2J961KZHG39J8VYO,1597015,False,False
YD2IT7YCZ8Y2C83S7VACSVNG9WL2AW9N,1041000,False,True
9UV9607CRP480OU5O2Q5FJ9W10T7YR15,832728,False,True
97KUTBTUM51GCSIX5NYFMCTFWZHQV9PC,1122406,False,True
58UJLJPJVYR9VEKSUK6D2A2AMZ6Q3NCW,1679614,False,False
HCS7OETBGXQ0S1O51PHXNJ9H9KM4QNNP,567669,False,True
2EWZ7M8FO8QIJB6LV8I8Z3EBA5EXRF2N,1756462,False,False
PAZG2ATXUK2EIRL3OZ3GJZEWFOCYN8V4,555120,False,False
S38LIF97FIZ1A9UTAR9WM2UC0Q1KL4A2,587592,False,True
4IXS25KOCYG76JTFPLMJTDNJVKM0ADCA,95490,False,False
K4SFOKAET633D8IHBHT3W7HYIT53SBKB,179583,False,False
1TPPF3CA8RGOXDVTJQQG7MN0B8M0HXLZ,355753,False,False
8BXXMEEGPAURAUVP8VYSX6PFGDCM3IFV,337752,False,False
4SGVA7DB9S1BLO2YT4JYDTVRJWARSIOC,1235966,False,True
L2PHBTWQTW9GTA8KCJLV3Q1CJHBP822U,199175,False,True
H788GZMTYTEU9BDW7O6U67MT88BA6JS5,1832273,False,False
RHXXMTM0HOJH6DVO0OSKAVQMG08Y9WFJ,551347,False,False
YIV5NGEA8YM2IBXATG0GBT87EHTPEN5E,1268458,False,False
H5YIBHO7TBWI5H0B01X5Q9G0A2LFYXDI,883416,False,True
UNHJK2TNDDU4PQG7K0M7JM9M5DNO1HJZ,670429,False,False
P9FH8U6PYFP11LHRKZR5451FIG1PHGFG,1354749,False,False
IXWPU7DHJYSDWQ8C5D06M3ERZQV3V5T0,1057549,False,False
X06F2Y405OUMYXPZXCATRJP0IULM7874,1758318,False,False
71LKK05IH0GUMODC3J9ZP10O9AJIMQ08,1230064,False,True
O6P2XTE1AOMHCQHQH78LYDICDBWQZ7Y6,1081199,False,False
U1FYIF7VKCFKHRNM1REOXCP61WVPFHL7,605455,False,False
YLU9EQXMBCRD0L11HNMBZI5KN7P2ORAT,1214500,False,False
10MOA7ODO479RX7F79446NRVB8SD7YMD,1159242,False,False
1QPDB4W33GSSA6NONSCPRRS2YFCRPUJY,717265,False,False
Z6JWM8IN21N782WI5WR5LP11JU6LMJ1K,1368538,False,False
87DQ6FXBL7L8L71AEWNVQVUEVF7YQF7I,622939,False,True
HLELNO4IF9LZPZKBAPMBPGB0Z4E6LKOV,1041168,False,False
J68V6OZ2UY1HAD4WB0HGX6XXX7AA5CQ8,1003669,False,True
I8O13X9KA7RB3AHT74TJQDP28GLQMMMV,1469029,False,False
BD63YN9ZNV947D3SLGHZDZD8WBCMY0S1,1551761,False,False
A2T2RVZMHBQAWF09YZAI6AWHYLQXSSX0,1526263,False,True
R6P815ZMW4G8AYX5QP0JGN12Q95ZLRNY,1300416,False,True
064V9SJGSSID4CPTAH1M0P8MA833R71N,867488,False,True
NEEAR9RFAV1SDGWNL78QLXI1UYVH3RQ4,1647217,False,False
CQ206ZYBTMHU5K4U2V8FGS38M5W8K53K,531141,False,False
FS1GY71ZIDDRJUUXZLWD5BA0U3N34GHJ,894133,False,False
TFHZP0CX7W26KY8CC2O6AZV9EP6X9BYZ,1567242,False,False
R9N7QSZENOLQ7FY69QWPLNCJSGWQTOM5,749045,False,False
Z55W59DB6QICLOJY43S8MTI5PP0TW57M,508363,False,True
